field,role,shard,rows,bytes,shard_sha256,codec_id,index_sha256,physical_dir
landmarks_norm,geometry,landmarks_norm-00013.bin,256,172032,2793489ce733cc641efb22d75c47810f4391b574a71031d5357791c8673b777e,npy1,c3036300e1cf18ae477e914d212635d69240735e936e942732880424a0d4cd81,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00014.bin,256,172032,7b8b5a8687bcb094add3563c7b283df5d8c980a88a2e1e8ddbf80d9fb60cb71f,npy1,9f6841174ea96ff6850034ee58d2624ca6e59241c24f014904ec24b70c530059,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00015.bin,256,172032,fc473a8169ffd020bee1085ef3172bb36dc412ed07e132f594115d79bedb967c,npy1,252c4c397ef580e0f79f9f04515a687fec5b9cff4918f74718d9bb05ace8c13b,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00016.bin,256,172032,b05e4a9e51966c3af6619e121518595d9a2229e4a70ecea54821465c3989269e,npy1,d1be960945dbc8159dc324954e1e347a0af99fdee31481e7cac79adbaeaa05be,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00017.bin,256,172032,d8662223d3df8317c166b59cf9c7031bab9f4cfacc94756afbd0580049360e3f,npy1,d5c1ffb82892f6f464ec24574071dc8ad33c0613e9c27199460e314d24504150,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00018.bin,256,172032,74b7fc625bc6de1411ef8356bc262637079bc970322bf845380a0d9a60d1259a,npy1,7c512c67565f199887ec175c9c93a664634f9dfcd02d7ac4935197b542086859,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00019.bin,256,172032,7a7598cb0367024b26462ddcbfd7d639818445c4cd60e0c30318510cacc55c57,npy1,53dd5467226c3eeadb2ca1c3db0a747340a766c370902006928aa87c35d78d09,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00020.bin,256,172032,ce0975c7ef09e7071c618dfc122bf0eaa57467160e86a94bfbbf5beaf59e886e,npy1,408916692f93e00c2806b0216e30e6e337cc44b9d0f791270b2d17e95b2f3d56,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00021.bin,256,172032,e8d176f9550f7bd617261bf75ae5faa32f39ea674651a3baaedd99879516a5db,npy1,47cb01bee67f992806fc0caeb73be1112216045036b9647944007c714b1217c3,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00022.bin,256,172032,6781b1c199e76723327d593cc25b0af99259512f9d2ca0b799fdd9bbd0c3413a,npy1,97e5813c48a9306d9b31af7e8347af3543843ddf3bbec2c03551d3cb63e8b476,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00023.bin,256,172032,6afcfe54bf5d79af5fabc46a2cec852f1f6daf08c7dfe42cfeaca05d11a073dd,npy1,ff17ce0a0e6931b89edea0efa61bdf8b077c50f6ecce02486a3014269d49eebc,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00024.bin,256,172032,298fe03ae6d327285654f093de60d0ba5fee60f0425e5d85ab97a794456a3f45,npy1,db2e3875e28aefbcf736485e7378c8d065f4956a1452c916246ca8c9a7e5619f,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00025.bin,256,172032,e970475dc50cc1256f04a130908b790c68431f3412b21d99cc2e86fa3b3efbae,npy1,99510c2a9b19af0fd73cb17cd197d476aed228456f2fcbcee8d51a428b4fadf2,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00026.bin,256,172032,1a072460602aba56552599a80d695031102e9eb691f771d07c921196b1b6c8cb,npy1,750f7cc426adb1ddc152400edddcf2d5a66386c550b9a8ee784df86dff423f3f,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00027.bin,256,172032,0b2e670530e0e9870d7d7e387a544dd5be7847b3eb514a6fa19d2fe330709d57,npy1,55652136f7b9d2be538ba696cdbee7c34c14c6aa2186bff6741f743ada600738,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00028.bin,256,172032,601d0ac2d32eca3bbfb7d6c316978bd6de01562a088c917aa99d66e7bc88adde,npy1,5e25c9fda2528ab27167237798f1f72637eed59be05aaebec3c6bcb69166ab9d,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00029.bin,256,172032,6e8f1913b14f8b62ddea01bded9cb474aa91417376fea61f8c52e9ff7004cb3b,npy1,b5ac419b0cc72b816190fdc56a54c85d86b67f9601842c82fc63e0c54154f359,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00030.bin,256,172032,40108251a6939043ea95e71a752f2b1f724eceac2b76abb49b01744005601178,npy1,e0b2320a5452520fe342ce3bf30ae297d0959d2dc5dc65f784d23486ae9ec31f,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00031.bin,256,172032,894475227698506e3dc96a721ca3e33319f6f026998a479677cb4d092bb72816,npy1,39171fc8a3cd804c43fb70c58726bfb529676d6f8b9144d123dc44a890060ad7,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00032.bin,256,172032,f32b29b959d66ffe4cfbde0fc2b8635d18b8dc241a0b9815505189bf856836f8,npy1,5abbf2ec62fd8a970e7bb0e9173d86976afb1518db68a12d7e3404f540a0294c,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00033.bin,256,172032,9ce186a298e1f55d450aec31295b5d9481de6b3cddc8aba743405838541bc32a,npy1,f24d4912a542ca79db6ca39c7af43e058c27201d71b559331349a9cba52be325,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00034.bin,256,172032,ee1d390900c824af59f689dd5d1a42e45b93476d87db27d6fdf63eb0dd67dabc,npy1,335361b1d26750e64c764abf1c7301a991582a4ae207f15b40e89f3b2b941afa,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00035.bin,256,172032,e056940dae61ac61d7a1d88d938ec9abad38e825ed29b7d4ee2e24445da48415,npy1,93cf3b53c603f1f4edf1ff14c33ab85cefae8d931f456fd15e8b9d86fcb4bf31,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00036.bin,256,172032,bd8dd01c405b6731dc3b47053e3ea2ae0dd73befcfa7f48b6df5db23753fe304,npy1,bbeb7962f2312aedfa78f2f78fa281b7f702501ecc4fb7b4bcf3156a5110ebb0,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00037.bin,256,172032,045ac966ad4d645020b731e9113e8aca06669872f369cd6382a4b1ed3819add1,npy1,a902f1831d1627ed9188d92297e1a1c8f73164f2eddf466cb3bd218b0dd57604,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00038.bin,256,172032,7cc23d162ad8bca2a461c5a5325cf5865b63f19dca8882010fcfe80491c4dda3,npy1,23441af763cf36f093676607b83ae5a69bff2906f186a932508b42550e583808,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00039.bin,256,172032,a74b20219f84929c15bdf6663b16e1a008bc9f90a29d1b299c2ecaeb7e6ec4bc,npy1,1445c880fc6deed61335ee325f3d3394168dd56f6a7c4d8bd2fb447df815bcbe,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00040.bin,255,171360,7d1dbcbb44af0ab8fe9af400fc7db700bf385601746f16f14f85a33bbb2158f9,npy1,01194e3f0d109fe3ec0f7e1cd7d8d5db68e003d0d52929266864d42ffe688725,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00041.bin,256,172032,708d9dcf9f54d49d2ebf386210abb611129add62fdc572ecb7dd87cfaba0c8e0,npy1,9293d73fbd1c0c12605e38cb277fae1f0589b542d91cb837c05375d770e03451,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00042.bin,255,171360,38cec791773b8c3a1f735279e620f033d2d56edaf3254735d57cab6b704f5325,npy1,fb9603f373573cf0cf9b0c495bc3417a4faf0261fc26b1b3d9c80439ea7db595,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00043.bin,256,172032,1161d5d2ad47959db9896b6d4f3b819e0d7fff56aff782af55bca4b71a8c7971,npy1,535565ba520a634d15819761d8bf7749d8289b689545efde98abd8d6494fde10,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00044.bin,256,172032,10e22f8efe93dc9440f03b41f3eb8922d7ecfbbb4ac291ebeadb8df0d58a7bed,npy1,feb656e0b01fe353e5fd063fc90261d528eaca185caa32355bbb63d72b4379b2,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00045.bin,256,172032,d3955a2dd7dad5cbf45d5a374a524dbdb4cf05490813b26c7b8720fe8c1b2b73,npy1,93de3b2313167c7373358aa4b9acd118c990c9ce351ffacb4fef77151a88be41,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00046.bin,256,172032,7ef5f84a5ad09099d52765c621cb30149da7bb5605d6bb70431d8bff260e12ca,npy1,6371e671eb55ce0a74700a0ee6c003b4bb2bcac7bb961cd6dd7bac7c3829fac0,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00047.bin,256,172032,88b6d48ddfe67a07739ce1a1f9e21f0f555c58719fedcc465b017eed77cd0b90,npy1,b5e377385afb53ba6291ccc43e430a059c1066f527edc37c975806a8187fb435,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00048.bin,256,172032,a94171952690196885928c18cfa773f09a75a5124b85329a05891c050ee4eb00,npy1,3e984f2f23efb97556ca05ce118ae602b0e8930c17ba60aa7aed571d2b451420,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00049.bin,256,172032,270aa7dab4992c0a7239023e8b62c72fe09ac3045bb42a6ee3b0c9e2fbaef48a,npy1,f4b348c184de362c965f6b8508bfa2f2f7ccff5cb3a74ecddbde82c3eaf25042,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00050.bin,254,170688,63d777c0da8fe0a2e7658659e08e22b87e60349a0f81c4d6c8d1073b15be022f,npy1,8d94f9d5484225c790140eb7812860cd3b4a39e5974cd96a694b679ed3d3eeac,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00051.bin,256,172032,602b428f4d121180cfb79b85ee694f8a65d621e8306dc2b20d0aa95908c4abed,npy1,681e26f3eeff97882b4fbd924defaf39a07b422ccc559afe6d0a7fc8029cd90c,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00052.bin,256,172032,ef3a24ece4b6a942af45daab14570582f25a99a7d8a4e6f93c3ed644c04ce01e,npy1,bfc8e41530d7f13d8bb67ebb5dccd2e07ce39515822b5610d5f44963035bf1f3,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00053.bin,256,172032,5ec8c1d3d4cdd2a78230589f32f0a1f91dec45c0e160408d66d7b62ec10e1091,npy1,b4249d699bba245f5d838d874a127c95af71b8d9048be71587a2aa02e48378c6,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00054.bin,255,171360,117c605df3cab791d73b1502911ed339c74b9503585f30ead005e88e76d770af,npy1,531ee58f6455aeffac756a17bea21c7f0d84d08918f23422a5221300e213c0d5,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00055.bin,255,171360,ec345b7b27a3b86b3c75a3cf8219add8139714bbaf5e231c3cd1da19909e7b8a,npy1,56a1e40daedc679d0714ba6fd01df1a1a40e80aef239ab721dc51ac76e2171b0,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00056.bin,256,172032,e357c7235aa548ad200cfd3136f4e532343b5dda44c3c35f3c95d0c788b0fdd6,npy1,872239b1fbc8c020c9de56db9e07a9d0f45d3413c851c74ca30f06e5ab23c3f6,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00057.bin,256,172032,cf95990c4f7b39ef32c583b7fe4c977373cfddb590e24bbdf5da8d1acf43e688,npy1,3edee46336a6f7d978ed4162a07e2317e8ef97225b45a956c4800b61104f3636,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00058.bin,256,172032,644326938f2d0486fcb70881493637829ed164a81aac2e94473e55c25be1d74b,npy1,459aec65380cefaf2678948ed62500e34428d574cb9bfb45c78604e51ed438f8,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00059.bin,256,172032,d40ea9296ed3e26d041e01fe2ca66ec337180f07e4bb77db26850c6a1055afff,npy1,301eaced0db1bc9c430f74618b78081a89662dc6cb778e15769fd5b528afb461,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00060.bin,256,172032,24a647a5b2637c114d2fce54d81fef7eb6ec17f7beb1edee551fae1cdde1b44a,npy1,5ff253fae053f7eae4c27aec0e7eaa68f76ed9ded07c1ad2d38ab81d0334931d,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00061.bin,256,172032,1ca3d60d1882f16cb42b76d179b5ebdb2c7e2c1937740458f77676e5eff17d60,npy1,be05cff09cf44769cc71704d50ad302c0ead1f6e9c5ba00fd2ab2d5502b32d06,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00062.bin,255,171360,8706d7ed2acab7b6e27e63b5ad7357a9a66059f151ed77a568717ffde3fdb576,npy1,5c76a9e2b6b5b223a19d38ca522ec30a6f11bb1b08ee3468063ed6e5d53fac98,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00063.bin,256,172032,1208b1e07b5173fd06d541f2c714eebc720d8541ee726a593d3d35823a6f1dea,npy1,c9a8c1eece44582717c88914d2aac9bd4e886e07ea94ecae54bbbad4fddc7c51,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00064.bin,255,171360,c0f5eba3747c526ba836d9972ea6f2846c406ea1dc87f551560334abc012f2ea,npy1,2933b8fdd82b6abbc7492f32cc7da6de8cd9e5ffa68331afdb43f10d76398a8c,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00065.bin,256,172032,f5ff681bc70ad92b58c67fabc4df1c7368f90165271de06f18e84bd294de43fa,npy1,6e040f9c581b8f1ba374b1516151d1501ed56db1f796ce2b6e82f1d042ab0aa6,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00066.bin,253,170016,d9a5b08919289f63e82e3df1d6b8dd2d5ddaa032ee6ee21ba7da42d073204fd8,npy1,709a1db0d0afac6920b053e18bb9afc89fc9b88931c475ba8fcf2030cf4b7334,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00067.bin,256,172032,48b8b92535eb7d2fe907b90a96a0a08019f9936b31543d94f36c5d1e1e2e285a,npy1,2c12d4e6936e3b44a483662c6df4afa8e1475f7e0592a7b5eef02a663a28a747,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00068.bin,256,172032,0c02c99695d0def3ebac384c4bb141654571e75c1fe8dffa5f2cdae4c830029f,npy1,30f41cd29bf577383eef4e2613724dee836317cce36d09ad17e155a184924cbf,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00069.bin,256,172032,83b1ecd1378504e127045912be609a99329f4d647d88e77770ac71898ab9c92e,npy1,dfdfff0241c06911d5789dcdcc63a697d90563240621c8f7bb9bad0dc56029a6,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00070.bin,256,172032,701e61b9103ee3d029e8d68cc6d9302ffcd1f0ffbb5a905875984943662dec20,npy1,dfa70c4b9bc75c176e4edd0b117c1ba395beaeff679796d0f34490450b418409,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00071.bin,255,171360,afabff164fb231e617ae46982887c36b6299344b8580a9329e7e4b5702594a6a,npy1,7e623532a14e1e96e53acc4b66ca0db1bb7719a2ac21bc77c50c0ba2f557c517,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00072.bin,254,170688,d47f86689e947408d548c4f321dc504f630e106bfca24642e8bffbf24b13a8a1,npy1,554abc39645ca04e659bd0aae1b1d648830b461468e2475087008f47bca645ef,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00073.bin,256,172032,533ae0d28af2d6a0816830601a63a098f206d33c0fa678b203fb6ee992429d96,npy1,3fd7576c5587927e6b53bdaddc14f5d863cd09217807881886423e3cbaa7f265,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00074.bin,256,172032,4ca4b50754f08c10e7468096367f62e70ccaeb67f7902913c26ea7bb76cfd018,npy1,d567729e2c08b668c84c54be7a42924aef64285be7556401de0e3bdc0cd0c840,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00075.bin,256,172032,f118332752a7a2e00cb9fc677322830fac44abc35936b0a24f38adf390e096f5,npy1,a25dd82ca9215bd0f4283b0cdb476e9654fae556e733ee05a714b4d1ba1e136f,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00076.bin,256,172032,a3ed0fc1c0bb6b298b77b7082a5e7a62624018d77ad9a7dc4ac99be3b97130a2,npy1,58bd02c3f2fa7a9deafe422dcbcc7ec98cbbf32ac4c43b277c80edc089c64630,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00077.bin,256,172032,d49bd472f649a0d4c588a86a3b2db4d3764ec748ed6ad723667b732117872e70,npy1,a5d598637b065aa301c7527e0c69b736e2b87193276de59179f10632c902cd3c,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00078.bin,256,172032,ffbe0703b6e13f7e6c0b40bcb3d0982861e45948b0f9c4551b07839ed5a491e7,npy1,6a2903fc54d26c5da241c8708d68820c41cfb3349178fe1d08a2a2a110375b61,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00079.bin,248,166656,0413fe5bec425fbd553604779736331a112bbed54b063356114487ab40693ba6,npy1,011af2c048e7802cb25dd7ca4302ad0e63237afff5dfd3e944e48da485d77002,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_norm,geometry,landmarks_norm-00080.bin,157,105504,5c7a0b72966417425c2b81474c7378055fa36dd922478b33d9a81d40be2b4c06,npy1,c51d4a608be8c26bcf4b782a5d9f05cc4c39990336d74d782b7decac9f8fac55,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_norm
landmarks_px224,geometry,landmarks_px224-00000.bin,256,172032,07bda4f1b5affe9f0b4d20995a26f2e99e941bb43c47d3ccda77818c48ffa9e1,npy1,85de8cbc4983d8f1cbfe62c37eb5e40cb0625eab93ea4248b55ed980c4d1afd9,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00001.bin,256,172032,a7629ab15b6cdd4b0dc809f0a67b54822fc7a75011e5c6ccb8e377988bb9c996,npy1,e43bd372c70e8c57718c0283dad48d82cb511ef8ebf241e04634a30e97b22c6d,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00002.bin,256,172032,1881f1966163a66bddd285b6399831dca0cfa970a4c53fd3e67e1a4b9d8685bf,npy1,a02d14eb7b354f99095eab99133bf40518a5d8348895b3a34d8d4a7f9395952b,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00003.bin,256,172032,31d1e859e9c631e77daedab21a56482b17aaf9a29eaf4d8f737316d41faf836d,npy1,7b9e6980b62af9d4738a39754fc013045108c17a1d928008573b9ec2553cc9c8,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00004.bin,256,172032,9db16339bee96ddc049a2c45d12ee568ebafe72e4c9c532a7302057eb4f52d3c,npy1,7f7867fbff35c256c90e39377e5a061d1389b387c1b256a0f8c6e85bb40c9d38,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00005.bin,256,172032,48eda445b0feb4f111bd69c5d8c5b42613d9ceff6ed1f90102c4121e2f896439,npy1,077f63e5836d079e5b19a44eddafb8f6601f933eebeaa8a7062c34c35355a834,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00006.bin,256,172032,ac9276a5b961e71478f4c945b3c5356d5ce965ab0195288554d4ab7467a38290,npy1,bb9ad2932d326310fcca7edf675a8c3f4c406b9cecd55b30d35a25cb3b18822a,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00007.bin,256,172032,d7d9aff86554521c4c5f7bd7aac92d8eb94acfb21fed8ce8a01b63755fa839ad,npy1,5e50bc9993743575dfc979e41cdd1946edd498e3160b35049fc511e0a88ae87d,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00008.bin,256,172032,420fe87fa72efaf871d9b845b711683408bd032b0e7485e074d605dcccadce3c,npy1,956edef25c4f69a59252ccaa17b230058a893210d8fbbe8733bb76dfd96b6c0c,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00009.bin,256,172032,14f4184bcb223ff6e9873df68fe593f1a33a773f778848bfdf340844796b215e,npy1,5e70094c7a6df7ad1a3c74015fe12ec7b4ad816a35cd829109f109854f7c4d2c,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00010.bin,256,172032,3d7de43f5ab3835c7269c95b06143dbf937605437e9e359fe76293a36520bdbc,npy1,f555cb4ca1aaa6fccaebff0c9a9e2c15ec331d4147081a8b66623a7ac67f3b06,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00011.bin,256,172032,4ee936bbfae137337c95992cdeb80ce3d3c6ac10f4f45fb5856385751c6bbca1,npy1,b4b74de2f89e1f1d4823ff20a8b2c133e51a75665a9f10b695918cc00fca008d,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00012.bin,256,172032,8487a8f4188f2af967a8bf36d713e62d195f857cf47b2198690580d7661ecf2e,npy1,7f5105d079e5c373a9dc243d626a07587bdd13c1a65d19741802583b6ea88b62,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00013.bin,256,172032,b4ba6bba2ec202bb4f700f4a279fa9b3a78aeb268a56c25d67360b8d1bcedb7a,npy1,45acbcfe852e37bdaba470bb7a612794fb6fbccae5a9105074b35f03b95ee889,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00014.bin,256,172032,af13b4fc0ee66ecbb5e7eb2dd9f57053bdf90e822842781a889bcfece2e008d2,npy1,4927c5342ad23edddcdfe2492ec1d9c7e6c4582b42046863d839ea8d1e4786f5,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00015.bin,256,172032,d682dda397b2d750420d2f6dedecd64ac941f0b3ae72bc102ba5ffc34b06d9c3,npy1,8dade729fb5db2025dd9972861d5ad6bcf5313e0bc9aba165c67423749aeee1b,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00016.bin,256,172032,e56a778cbc438519fba9db2257ddbe8ff3cedde01659034a369752c90054480b,npy1,2c6c905127b91647cf168d6a6a2e843f2c150af85de55c10df535b6aba6cc467,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00017.bin,256,172032,ea2720e3e0bb01cd80e665e3dd4bfe202eed5283f864cb99c39a469a33aca812,npy1,e8ecaf415eb956cdb30a61070c948e6f4990b90d0f0bc3f199660cc4a5402eab,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
landmarks_px224,geometry,landmarks_px224-00018.bin,256,172032,88086a9417d184170d99760f78f9d452c608c00af496085f8e61bf6029374315,npy1,996737d7ffa655a8897ac4265dff11b01995b2dcb0c4f4d1492ca6ddc9ffd895,/media/cong/Data/GPAT_TransferBench_runtime/cache/geometry/landmarks_px224
